LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PATHOLOGICAL_COMPLEXITY,PERCENT_COMMENTS,LOC_TOTAL,Defective
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.01,0.0,0.0,0.0,0.0,96.0,1.0,0.0,96.0,b'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,19.0,1.0,0.0,19.0,b'N'
0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,22.0,1.0,0.0,22.0,b'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.02,0.0,0.0,0.0,0.0,44.0,1.0,0.0,44.0,b'N'
0.0,7.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,38.0,0.08,0.0,0.0,0.0,0.0,50.0,1.0,0.0,50.0,b'Y'
0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,22.0,1.0,0.0,22.0,b'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.01,0.0,0.0,0.0,0.0,76.0,1.0,0.0,76.0,b'N'
0.0,7.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.25,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,33.0,0.12,0.0,0.0,0.0,0.0,34.0,1.0,0.0,34.0,b'N'
0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,0.01,0.0,0.0,0.0,0.0,73.0,1.0,0.0,73.0,b'N'
0.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,25.0,0.01,0.0,0.0,0.0,0.0,202.0,1.0,0.0,202.0,b'Y'
0.0,5.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.67,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,53.0,0.03,0.0,0.0,0.0,0.0,96.0,1.0,0.0,96.0,b'Y'
0.0,5.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.67,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,54.0,0.03,0.0,0.0,0.0,0.0,116.0,1.0,0.0,116.0,b'N'
0.0,5.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,58.0,0.02,0.0,0.0,0.0,0.0,173.0,1.0,0.0,173.0,b'N'
0.0,7.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,36.0,0.01,0.0,0.0,0.0,0.0,633.0,1.0,0.0,633.0,b'N'
0.0,37.0,13.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,13.0,0.68,183.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,166.0,0.1,0.0,0.0,0.0,0.0,194.0,1.0,0.0,194.0,b'Y'
0.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,39.0,0.03,0.0,0.0,0.0,0.0,61.0,1.0,0.0,61.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,341.0,1.0,0.0,341.0,b'N'
0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,13.0,0.11,0.0,0.0,0.0,0.0,18.0,1.0,0.0,18.0,b'N'
0.0,9.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.4,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,26.0,0.12,0.0,0.0,0.0,0.0,41.0,1.0,0.0,41.0,b'Y'
0.0,15.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.13,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,66.0,0.1,0.0,0.0,0.0,0.0,77.0,1.0,0.0,77.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.01,0.0,0.0,0.0,0.0,122.0,1.0,0.0,122.0,b'N'
0.0,9.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.4,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,27.0,0.12,0.0,0.0,0.0,0.0,42.0,1.0,0.0,42.0,b'N'
0.0,15.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.13,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,77.0,0.08,0.0,0.0,0.0,0.0,96.0,1.0,0.0,96.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.01,0.0,0.0,0.0,0.0,142.0,1.0,0.0,142.0,b'N'
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,0.01,0.0,0.0,0.0,0.0,80.0,1.0,0.0,80.0,b'N'
0.0,51.0,11.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,20.0,0.77,233.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,209.0,0.11,0.0,0.0,0.0,0.0,228.0,1.0,0.0,228.0,b'Y'
0.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,39.0,0.03,0.0,0.0,0.0,0.0,59.0,1.0,0.0,59.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,353.0,1.0,0.0,353.0,b'N'
0.0,9.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,64.0,0.06,0.0,0.0,0.0,0.0,79.0,1.0,0.0,79.0,b'N'
0.0,35.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.11,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,77.0,0.23,0.0,0.0,0.0,0.0,78.0,1.0,0.0,78.0,b'Y'
0.0,11.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,76.0,0.05,0.0,0.0,0.0,0.0,112.0,1.0,0.0,112.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2571.0,1.0,0.0,2571.0,b'Y'
0.0,461.0,19.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,190.0,0.82,1940.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1711.0,0.13,0.0,0.0,0.0,0.0,1832.0,1.0,0.0,1832.0,b'Y'
0.0,97.0,11.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,47.0,0.96,462.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,415.0,0.11,0.0,0.0,0.0,0.0,463.0,1.0,0.0,463.0,b'Y'
0.0,5.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,18.0,0.15,0.0,0.0,0.0,0.0,20.0,1.0,0.0,20.0,b'N'
0.0,7.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,34.0,0.07,0.0,0.0,0.0,0.0,55.0,1.0,0.0,55.0,b'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.01,0.0,0.0,0.0,0.0,121.0,1.0,0.0,121.0,b'N'
0.0,5.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,18.0,0.15,0.0,0.0,0.0,0.0,20.0,1.0,0.0,20.0,b'N'
0.0,5.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,18.0,0.15,0.0,0.0,0.0,0.0,20.0,1.0,0.0,20.0,b'N'
0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,22.0,1.0,0.0,22.0,b'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.01,0.0,0.0,0.0,0.0,92.0,1.0,0.0,92.0,b'N'
0.0,9.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.8,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,40.0,0.08,0.0,0.0,0.0,0.0,66.0,1.0,0.0,66.0,b'Y'
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.02,0.0,0.0,0.0,0.0,41.0,1.0,0.0,41.0,b'Y'
0.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,36.0,0.01,0.0,0.0,0.0,0.0,151.0,1.0,0.0,151.0,b'N'
0.0,25.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.15,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,57.0,0.2,0.0,0.0,0.0,0.0,64.0,1.0,0.0,64.0,b'Y'
0.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,39.0,0.03,0.0,0.0,0.0,0.0,59.0,1.0,0.0,59.0,b'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,204.0,1.0,0.0,204.0,b'N'
0.0,11.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,68.0,0.08,0.0,0.0,0.0,0.0,76.0,1.0,0.0,76.0,b'Y'
