filename,#CodeChurnInFile,MaxSizeCodeChurn,AvgSizeCodeChurn,#Commits,#Contributors,#MinorContributors,#ContibutorExperience,#Hunks,#LinesAdded,MaxLinesAdded,AvgLinesAdded,#LinesRemoved,MaxLinesRemoved,AvgLinesRemoved,vulnerable
httpd-trunk\srclib\apr\include\apr_version.h,159,159,159,1,1.0,0.0,100.0,1.0,159,159,159,0,0,0,1
httpd-trunk\srclib\apr\include\apr_want.h,124,124,124,1,1.0,0.0,100.0,1.0,124,124,124,0,0,0,1
httpd-trunk\srclib\apr\include\arch\aix\apr_arch_dso.h,41,41,41,1,1.0,0.0,100.0,1.0,41,41,41,0,0,0,1
httpd-trunk\srclib\apr\include\arch\apr_private_common.h,41,41,41,1,1.0,0.0,100.0,1.0,41,41,41,0,0,0,1
httpd-trunk\srclib\apr\include\arch\beos\apr_arch_dso.h,41,41,41,1,1.0,0.0,100.0,1.0,41,41,41,0,0,0,1
httpd-trunk\srclib\apr\include\arch\beos\apr_arch_proc_mutex.h,36,36,36,1,1.0,0.0,100.0,1.0,36,36,36,0,0,0,1
httpd-trunk\srclib\apr\include\arch\beos\apr_arch_thread_cond.h,46,46,46,1,1.0,0.0,100.0,1.0,46,46,46,0,0,0,1
httpd-trunk\srclib\apr\include\arch\beos\apr_arch_thread_mutex.h,42,42,42,1,1.0,0.0,100.0,1.0,42,42,42,0,0,0,1
httpd-trunk\srclib\apr\include\arch\beos\apr_arch_thread_rwlock.h,45,45,45,1,1.0,0.0,100.0,1.0,45,45,45,0,0,0,1
httpd-trunk\srclib\apr\include\arch\beos\apr_arch_threadproc.h,95,95,95,1,1.0,0.0,100.0,1.0,95,95,95,0,0,0,1
httpd-trunk\srclib\apr\include\arch\netware\apr_arch_dso.h,43,43,43,1,1.0,0.0,100.0,1.0,43,43,43,0,0,0,1
httpd-trunk\srclib\apr\include\arch\netware\apr_arch_file_io.h,176,176,176,1,1.0,0.0,100.0,1.0,176,176,176,0,0,0,1
httpd-trunk\srclib\apr\include\arch\netware\apr_arch_global_mutex.h,29,29,29,1,1.0,0.0,100.0,1.0,29,29,29,0,0,0,1
httpd-trunk\srclib\apr\include\arch\netware\apr_arch_internal_time.h,26,26,26,1,1.0,0.0,100.0,1.0,26,26,26,0,0,0,1
httpd-trunk\srclib\apr\include\arch\netware\apr_arch_networkio.h,31,31,31,1,1.0,0.0,100.0,1.0,31,31,31,0,0,0,1
httpd-trunk\srclib\apr\include\arch\netware\apr_arch_pre_nw.h,57,57,57,1,1.0,0.0,100.0,1.0,57,57,57,0,0,0,1
httpd-trunk\srclib\apr\include\arch\netware\apr_arch_proc_mutex.h,29,29,29,1,1.0,0.0,100.0,1.0,29,29,29,0,0,0,1
httpd-trunk\srclib\apr\include\arch\netware\apr_arch_thread_cond.h,29,29,29,1,1.0,0.0,100.0,1.0,29,29,29,0,0,0,1
httpd-trunk\srclib\apr\include\arch\netware\apr_arch_thread_mutex.h,29,29,29,1,1.0,0.0,100.0,1.0,29,29,29,0,0,0,1
httpd-trunk\srclib\apr\include\arch\netware\apr_arch_thread_rwlock.h,29,29,29,1,1.0,0.0,100.0,1.0,29,29,29,0,0,0,1
httpd-trunk\srclib\apr\include\arch\netware\apr_arch_threadproc.h,80,80,80,1,1.0,0.0,100.0,1.0,80,80,80,0,0,0,1
httpd-trunk\srclib\apr\include\arch\netware\apr_private.h,205,205,205,1,1.0,0.0,100.0,1.0,205,205,205,0,0,0,1
httpd-trunk\srclib\apr\include\arch\os2\apr_arch_dso.h,37,37,37,1,1.0,0.0,100.0,1.0,37,37,37,0,0,0,1
httpd-trunk\srclib\apr\include\arch\os2\apr_arch_file_io.h,86,86,86,1,1.0,0.0,100.0,1.0,86,86,86,0,0,0,1
httpd-trunk\srclib\apr\include\arch\os2\apr_arch_inherit.h,50,50,50,1,1.0,0.0,100.0,1.0,50,50,50,0,0,0,1
httpd-trunk\srclib\apr\include\arch\os2\apr_arch_networkio.h,76,76,76,1,1.0,0.0,100.0,1.0,76,76,76,0,0,0,1
httpd-trunk\srclib\apr\include\arch\os2\apr_arch_os2calls.h,59,59,59,1,1.0,0.0,100.0,1.0,59,59,59,0,0,0,1
httpd-trunk\srclib\apr\include\arch\os2\apr_arch_proc_mutex.h,31,31,31,1,1.0,0.0,100.0,1.0,31,31,31,0,0,0,1
httpd-trunk\srclib\apr\include\arch\os2\apr_arch_thread_cond.h,28,28,28,1,1.0,0.0,100.0,1.0,28,28,28,0,0,0,1
httpd-trunk\srclib\apr\include\arch\os2\apr_arch_thread_mutex.h,29,29,29,1,1.0,0.0,100.0,1.0,29,29,29,0,0,0,1
httpd-trunk\srclib\apr\include\arch\os2\apr_arch_thread_rwlock.h,31,31,31,1,1.0,0.0,100.0,1.0,31,31,31,0,0,0,1
httpd-trunk\srclib\apr\include\arch\os2\apr_arch_threadproc.h,67,67,67,1,1.0,0.0,100.0,1.0,67,67,67,0,0,0,1
httpd-trunk\srclib\apr\include\arch\os390\apr_arch_dso.h,39,39,39,1,1.0,0.0,100.0,1.0,39,39,39,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_atomic.h,45,45,45,1,1.0,0.0,100.0,1.0,45,45,45,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_dso.h,63,63,63,1,1.0,0.0,100.0,1.0,63,63,63,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_file_io.h,174,174,174,1,1.0,0.0,100.0,1.0,174,174,174,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_global_mutex.h,37,37,37,1,1.0,0.0,100.0,1.0,37,37,37,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_inherit.h,64,64,64,1,1.0,0.0,100.0,1.0,64,64,64,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_internal_time.h,24,24,24,1,1.0,0.0,100.0,1.0,24,24,24,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_misc.h,67,67,67,1,1.0,0.0,100.0,1.0,67,67,67,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_networkio.h,142,142,142,1,1.0,0.0,100.0,1.0,142,142,142,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_poll_private.h,169,169,169,1,1.0,0.0,100.0,1.0,169,169,169,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_proc_mutex.h,113,113,113,1,1.0,0.0,100.0,1.0,113,113,113,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_shm.h,73,73,73,1,1.0,0.0,100.0,1.0,73,73,73,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_thread_cond.h,42,42,42,1,1.0,0.0,100.0,1.0,42,42,42,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_thread_mutex.h,39,39,39,1,1.0,0.0,100.0,1.0,39,39,39,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_thread_rwlock.h,49,49,49,1,1.0,0.0,100.0,1.0,49,49,49,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_arch_threadproc.h,109,109,109,1,1.0,0.0,100.0,1.0,109,109,109,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_private.h,998,998,998,1,1.0,0.0,100.0,1.0,998,998,998,0,0,0,1
httpd-trunk\srclib\apr\include\arch\unix\apr_private.h.in,997,997,997,1,1.0,0.0,100.0,1.0,997,997,997,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_arch_atime.h,63,63,63,1,1.0,0.0,100.0,1.0,63,63,63,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_arch_dso.h,36,36,36,1,1.0,0.0,100.0,1.0,36,36,36,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_arch_file_io.h,263,263,263,1,1.0,0.0,100.0,1.0,263,263,263,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_arch_inherit.h,123,123,123,1,1.0,0.0,100.0,1.0,123,123,123,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_arch_misc.h,486,486,486,1,1.0,0.0,100.0,1.0,486,486,486,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_arch_networkio.h,90,90,90,1,1.0,0.0,100.0,1.0,90,90,90,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_arch_proc_mutex.h,29,29,29,1,1.0,0.0,100.0,1.0,29,29,29,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_arch_thread_cond.h,32,32,32,1,1.0,0.0,100.0,1.0,32,32,32,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_arch_thread_mutex.h,40,40,40,1,1.0,0.0,100.0,1.0,40,40,40,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_arch_thread_rwlock.h,30,30,30,1,1.0,0.0,100.0,1.0,30,30,30,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_arch_threadproc.h,74,74,74,1,1.0,0.0,100.0,1.0,74,74,74,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_arch_utf8.h,56,56,56,1,1.0,0.0,100.0,1.0,56,56,56,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_dbg_win32_handles.h,217,217,217,1,1.0,0.0,100.0,1.0,217,217,217,0,0,0,1
httpd-trunk\srclib\apr\include\arch\win32\apr_private.h,173,173,173,1,1.0,0.0,100.0,1.0,173,173,173,0,0,0,1
httpd-trunk\srclib\apr\libapr.dep,561,561,561,1,1.0,0.0,100.0,1.0,561,561,561,0,0,0,1
httpd-trunk\srclib\apr\libapr.dsp,873,873,873,1,1.0,0.0,100.0,1.0,873,873,873,0,0,0,1
httpd-trunk\srclib\apr\libapr.mak,1917,1917,1917,1,1.0,0.0,100.0,1.0,1917,1917,1917,0,0,0,1
httpd-trunk\srclib\apr\libapr.rc,67,67,67,1,1.0,0.0,100.0,1.0,67,67,67,0,0,0,1
httpd-trunk\srclib\apr\libtool,10078,10078,10078,1,1.0,0.0,100.0,1.0,10078,10078,10078,0,0,0,1
httpd-trunk\srclib\apr\locks\beos\proc_mutex.c,170,170,170,1,1.0,0.0,100.0,1.0,170,170,170,0,0,0,1
httpd-trunk\srclib\apr\locks\beos\thread_cond.c,185,185,185,1,1.0,0.0,100.0,1.0,185,185,185,0,0,0,1
httpd-trunk\srclib\apr\locks\beos\thread_mutex.c,147,147,147,1,1.0,0.0,100.0,1.0,147,147,147,0,0,0,1
httpd-trunk\srclib\apr\locks\beos\thread_rwlock.c,190,190,190,1,1.0,0.0,100.0,1.0,190,190,190,0,0,0,1
httpd-trunk\srclib\apr\locks\netware\proc_mutex.c,118,118,118,1,1.0,0.0,100.0,1.0,118,118,118,0,0,0,1
httpd-trunk\srclib\apr\locks\netware\thread_cond.c,100,100,100,1,1.0,0.0,100.0,1.0,100,100,100,0,0,0,1
httpd-trunk\srclib\apr\locks\netware\thread_mutex.c,92,92,92,1,1.0,0.0,100.0,1.0,92,92,92,0,0,0,1
httpd-trunk\srclib\apr\locks\netware\thread_rwlock.c,102,102,102,1,1.0,0.0,100.0,1.0,102,102,102,0,0,0,1
httpd-trunk\srclib\apr\locks\os2\proc_mutex.c,234,234,234,1,1.0,0.0,100.0,1.0,234,234,234,0,0,0,1
httpd-trunk\srclib\apr\locks\os2\thread_cond.c,60,60,60,1,1.0,0.0,100.0,1.0,60,60,60,0,0,0,1
httpd-trunk\srclib\apr\locks\os2\thread_mutex.c,102,102,102,1,1.0,0.0,100.0,1.0,102,102,102,0,0,0,1
httpd-trunk\srclib\apr\locks\os2\thread_rwlock.c,200,200,200,1,1.0,0.0,100.0,1.0,200,200,200,0,0,0,1
httpd-trunk\srclib\apr\locks\unix\global_mutex.c,188,188,188,1,1.0,0.0,100.0,1.0,188,188,188,0,0,0,1
httpd-trunk\srclib\apr\locks\unix\proc_mutex.c,982,982,982,1,1.0,0.0,100.0,1.0,982,982,982,0,0,0,1
httpd-trunk\srclib\apr\locks\unix\thread_cond.c,135,135,135,1,1.0,0.0,100.0,1.0,135,135,135,0,0,0,1
httpd-trunk\srclib\apr\locks\unix\thread_mutex.c,138,138,138,1,1.0,0.0,100.0,1.0,138,138,138,0,0,0,1
httpd-trunk\srclib\apr\locks\unix\thread_rwlock.c,181,181,181,1,1.0,0.0,100.0,1.0,181,181,181,0,0,0,1
httpd-trunk\srclib\apr\locks\win32\proc_mutex.c,228,228,228,1,1.0,0.0,100.0,1.0,228,228,228,0,0,0,1
httpd-trunk\srclib\apr\locks\win32\thread_cond.c,168,168,168,1,1.0,0.0,100.0,1.0,168,168,168,0,0,0,1
httpd-trunk\srclib\apr\locks\win32\thread_mutex.c,136,136,136,1,1.0,0.0,100.0,1.0,136,136,136,0,0,0,1
httpd-trunk\srclib\apr\locks\win32\thread_rwlock.c,165,165,165,1,1.0,0.0,100.0,1.0,165,165,165,0,0,0,1
httpd-trunk\srclib\apr\memory\unix\apr_pools.c,2655,2655,2655,1,1.0,0.0,100.0,1.0,2655,2655,2655,0,0,0,1
httpd-trunk\srclib\apr\misc\netware\aprlib.def,3,3,3,1,1.0,0.0,100.0,1.0,3,3,3,0,0,0,1
httpd-trunk\srclib\apr\misc\netware\charset.c,34,34,34,1,1.0,0.0,100.0,1.0,34,34,34,0,0,0,1
httpd-trunk\srclib\apr\misc\netware\libprews.c,186,186,186,1,1.0,0.0,100.0,1.0,186,186,186,0,0,0,1
httpd-trunk\srclib\apr\misc\netware\rand.c,70,70,70,1,1.0,0.0,100.0,1.0,70,70,70,0,0,0,1
httpd-trunk\srclib\apr\misc\netware\start.c,203,203,203,1,1.0,0.0,100.0,1.0,203,203,203,0,0,0,1
httpd-trunk\srclib\apr\misc\unix\charset.c,83,83,83,1,1.0,0.0,100.0,1.0,83,83,83,0,0,0,1
httpd-trunk\srclib\apr\misc\unix\env.c,88,88,88,1,1.0,0.0,100.0,1.0,88,88,88,0,0,0,1
httpd-trunk\srclib\apr\misc\unix\errorcodes.c,436,436,436,1,1.0,0.0,100.0,1.0,436,436,436,0,0,0,1
httpd-trunk\srclib\apr\misc\unix\getopt.c,309,309,309,1,1.0,0.0,100.0,1.0,309,309,309,0,0,0,1
httpd-trunk\srclib\apr\misc\unix\otherchild.c,221,221,221,1,1.0,0.0,100.0,1.0,221,221,221,0,0,0,1
httpd-trunk\srclib\apr\misc\unix\rand.c,250,250,250,1,1.0,0.0,100.0,1.0,250,250,250,0,0,0,1
httpd-trunk\srclib\apr\misc\unix\randbyte_os2.inc,123,123,123,1,1.0,0.0,100.0,1.0,123,123,123,0,0,0,1
httpd-trunk\srclib\apr\misc\unix\start.c,89,89,89,1,1.0,0.0,100.0,1.0,89,89,89,0,0,0,1
httpd-trunk\srclib\apr\misc\unix\version.c,35,35,35,1,1.0,0.0,100.0,1.0,35,35,35,0,0,0,1
httpd-trunk\srclib\apr\misc\win32\apr_app.c,80,80,80,1,1.0,0.0,100.0,1.0,80,80,80,0,0,0,1
httpd-trunk\srclib\apr\misc\win32\charset.c,55,55,55,1,1.0,0.0,100.0,1.0,55,55,55,0,0,0,1
httpd-trunk\srclib\apr\misc\win32\env.c,192,192,192,1,1.0,0.0,100.0,1.0,192,192,192,0,0,0,1
httpd-trunk\srclib\apr\misc\win32\internal.c,101,101,101,1,1.0,0.0,100.0,1.0,101,101,101,0,0,0,1
httpd-trunk\srclib\apr\misc\win32\misc.c,263,263,263,1,1.0,0.0,100.0,1.0,263,263,263,0,0,0,1
httpd-trunk\srclib\apr\misc\win32\rand.c,69,69,69,1,1.0,0.0,100.0,1.0,69,69,69,0,0,0,1
httpd-trunk\srclib\apr\misc\win32\start.c,234,234,234,1,1.0,0.0,100.0,1.0,234,234,234,0,0,0,1
httpd-trunk\srclib\apr\misc\win32\utf8.c,259,259,259,1,1.0,0.0,100.0,1.0,259,259,259,0,0,0,1
httpd-trunk\srclib\apr\mmap\unix\common.c,43,43,43,1,1.0,0.0,100.0,1.0,43,43,43,0,0,0,1
httpd-trunk\srclib\apr\mmap\unix\mmap.c,172,172,172,1,1.0,0.0,100.0,1.0,172,172,172,0,0,0,1
httpd-trunk\srclib\apr\mmap\win32\mmap.c,161,161,161,1,1.0,0.0,100.0,1.0,161,161,161,0,0,0,1
httpd-trunk\srclib\apr\network_io\beos\sendrecv.c,216,216,216,1,1.0,0.0,100.0,1.0,216,216,216,0,0,0,1
httpd-trunk\srclib\apr\network_io\beos\socketcommon.c,6,6,6,1,1.0,0.0,100.0,1.0,6,6,6,0,0,0,1
httpd-trunk\srclib\apr\network_io\os2\inet_ntop.c,1,1,1,1,1.0,0.0,100.0,1.0,1,1,1,0,0,0,1
httpd-trunk\srclib\apr\network_io\os2\inet_pton.c,1,1,1,1,1.0,0.0,100.0,1.0,1,1,1,0,0,0,1
httpd-trunk\srclib\apr\network_io\os2\os2calls.c,132,132,132,1,1.0,0.0,100.0,1.0,132,132,132,0,0,0,1
httpd-trunk\srclib\apr\network_io\os2\sendrecv.c,155,155,155,1,1.0,0.0,100.0,1.0,155,155,155,0,0,0,1
httpd-trunk\srclib\apr\network_io\os2\sendrecv_udp.c,104,104,104,1,1.0,0.0,100.0,1.0,104,104,104,0,0,0,1
httpd-trunk\srclib\apr\network_io\os2\sockaddr.c,1,1,1,1,1.0,0.0,100.0,1.0,1,1,1,0,0,0,1
httpd-trunk\srclib\apr\network_io\os2\socket_util.c,1,1,1,1,1.0,0.0,100.0,1.0,1,1,1,0,0,0,1
httpd-trunk\srclib\apr\network_io\os2\sockets.c,317,317,317,1,1.0,0.0,100.0,1.0,317,317,317,0,0,0,1
httpd-trunk\srclib\apr\network_io\os2\sockopt.c,139,139,139,1,1.0,0.0,100.0,1.0,139,139,139,0,0,0,1
httpd-trunk\srclib\apr\network_io\unix\inet_ntop.c,243,243,243,1,1.0,0.0,100.0,1.0,243,243,243,0,0,0,1
httpd-trunk\srclib\apr\network_io\unix\inet_pton.c,240,240,240,1,1.0,0.0,100.0,1.0,240,240,240,0,0,0,1
httpd-trunk\srclib\apr\network_io\unix\multicast.c,305,305,305,1,1.0,0.0,100.0,1.0,305,305,305,0,0,0,1
httpd-trunk\srclib\apr\network_io\unix\sendrecv.c,1106,1106,1106,1,1.0,0.0,100.0,1.0,1106,1106,1106,0,0,0,1
httpd-trunk\srclib\apr\network_io\unix\sockaddr.c,1059,1059,1059,1,1.0,0.0,100.0,1.0,1059,1059,1059,0,0,0,1
httpd-trunk\srclib\apr\network_io\unix\socket_util.c,74,74,74,1,1.0,0.0,100.0,1.0,74,74,74,0,0,0,1
httpd-trunk\srclib\apr\network_io\unix\sockets.c,490,490,490,1,1.0,0.0,100.0,1.0,490,490,490,0,0,0,1
httpd-trunk\srclib\apr\network_io\unix\sockopt.c,397,397,397,1,1.0,0.0,100.0,1.0,397,397,397,0,0,0,1
httpd-trunk\srclib\apr\network_io\win32\sendrecv.c,457,457,457,1,1.0,0.0,100.0,1.0,457,457,457,0,0,0,1
httpd-trunk\srclib\apr\network_io\win32\sockets.c,510,510,510,1,1.0,0.0,100.0,1.0,510,510,510,0,0,0,1
httpd-trunk\srclib\apr\network_io\win32\sockopt.c,292,292,292,1,1.0,0.0,100.0,1.0,292,292,292,0,0,0,1
httpd-trunk\srclib\apr\passwd\apr_getpass.c,254,254,254,1,1.0,0.0,100.0,1.0,254,254,254,0,0,0,1
httpd-trunk\srclib\apr\poll\os2\poll.c,105,105,105,1,1.0,0.0,100.0,1.0,105,105,105,0,0,0,1
httpd-trunk\srclib\apr\poll\os2\pollset.c,230,230,230,1,1.0,0.0,100.0,1.0,230,230,230,0,0,0,1
httpd-trunk\srclib\apr\poll\unix\epoll.c,462,462,462,1,1.0,0.0,100.0,1.0,462,462,462,0,0,0,1
httpd-trunk\srclib\apr\poll\unix\kqueue.c,480,480,480,1,1.0,0.0,100.0,1.0,480,480,480,0,0,0,1
httpd-trunk\srclib\apr\poll\unix\poll.c,440,440,440,1,1.0,0.0,100.0,1.0,440,440,440,0,0,0,1
httpd-trunk\srclib\apr\poll\unix\pollcb.c,171,171,171,1,1.0,0.0,100.0,1.0,171,171,171,0,0,0,1
httpd-trunk\srclib\apr\poll\unix\pollset.c,344,344,344,1,1.0,0.0,100.0,1.0,344,344,344,0,0,0,1
httpd-trunk\srclib\apr\poll\unix\port.c,577,577,577,1,1.0,0.0,100.0,1.0,577,577,577,0,0,0,1
httpd-trunk\srclib\apr\poll\unix\select.c,449,449,449,1,1.0,0.0,100.0,1.0,449,449,449,0,0,0,1
httpd-trunk\srclib\apr\random\unix\apr_random.c,326,326,326,1,1.0,0.0,100.0,1.0,326,326,326,0,0,0,1
httpd-trunk\srclib\apr\random\unix\sha2.c,1000,1000,1000,1,1.0,0.0,100.0,1.0,1000,1000,1000,0,0,0,1
httpd-trunk\srclib\apr\random\unix\sha2.h,86,86,86,1,1.0,0.0,100.0,1.0,86,86,86,0,0,0,1
httpd-trunk\srclib\apr\random\unix\sha2_glue.c,33,33,33,1,1.0,0.0,100.0,1.0,33,33,33,0,0,0,1
httpd-trunk\srclib\apr\shmem\beos\shm.c,166,166,166,1,1.0,0.0,100.0,1.0,166,166,166,0,0,0,1
httpd-trunk\srclib\apr\shmem\os2\shm.c,144,144,144,1,1.0,0.0,100.0,1.0,144,144,144,0,0,0,1
httpd-trunk\srclib\apr\shmem\unix\shm.c,598,598,598,1,1.0,0.0,100.0,1.0,598,598,598,0,0,0,1
httpd-trunk\srclib\apr\shmem\win32\shm.c,317,317,317,1,1.0,0.0,100.0,1.0,317,317,317,0,0,0,1
httpd-trunk\srclib\apr\strings\apr_cpystrn.c,311,311,311,1,1.0,0.0,100.0,1.0,311,311,311,0,0,0,1
httpd-trunk\srclib\apr\strings\apr_fnmatch.c,482,482,482,1,1.0,0.0,100.0,1.0,482,482,482,0,0,0,1
httpd-trunk\srclib\apr\strings\apr_snprintf.c,1408,1408,1408,1,1.0,0.0,100.0,1.0,1408,1408,1408,0,0,0,1
httpd-trunk\srclib\apr\strings\apr_strings.c,468,468,468,1,1.0,0.0,100.0,1.0,468,468,468,0,0,0,1
httpd-trunk\srclib\apr\strings\apr_strnatcmp.c,149,149,149,1,1.0,0.0,100.0,1.0,149,149,149,0,0,0,1
httpd-trunk\srclib\apr\strings\apr_strtok.c,56,56,56,1,1.0,0.0,100.0,1.0,56,56,56,0,0,0,1
httpd-trunk\srclib\apr\support\unix\waitio.c,123,123,123,1,1.0,0.0,100.0,1.0,123,123,123,0,0,0,1
httpd-trunk\srclib\apr\tables\apr_hash.c,529,529,529,1,1.0,0.0,100.0,1.0,529,529,529,0,0,0,1
httpd-trunk\srclib\apr\tables\apr_tables.c,1238,1238,1238,1,1.0,0.0,100.0,1.0,1238,1238,1238,0,0,0,1
httpd-trunk\srclib\apr\test\Makefile,177,177,177,1,1.0,0.0,100.0,1.0,177,177,177,0,0,0,1
httpd-trunk\srclib\apr\test\Makefile.in,177,177,177,1,1.0,0.0,100.0,1.0,177,177,177,0,0,0,1
httpd-trunk\srclib\apr\test\Makefile.win,272,272,272,1,1.0,0.0,100.0,1.0,272,272,272,0,0,0,1
httpd-trunk\srclib\apr\test\NWGNUaprtest,305,305,305,1,1.0,0.0,100.0,1.0,305,305,305,0,0,0,1
httpd-trunk\srclib\apr\test\NWGNUechod,253,253,253,1,1.0,0.0,100.0,1.0,253,253,253,0,0,0,1
httpd-trunk\srclib\apr\test\NWGNUglobalmutexchild,252,252,252,1,1.0,0.0,100.0,1.0,252,252,252,0,0,0,1
httpd-trunk\srclib\apr\test\NWGNUmakefile,59,59,59,1,1.0,0.0,100.0,1.0,59,59,59,0,0,0,1
httpd-trunk\srclib\apr\test\NWGNUmod_test,254,254,254,1,1.0,0.0,100.0,1.0,254,254,254,0,0,0,1
httpd-trunk\srclib\apr\test\NWGNUproc_child,252,252,252,1,1.0,0.0,100.0,1.0,252,252,252,0,0,0,1
httpd-trunk\srclib\apr\test\NWGNUreadchild,252,252,252,1,1.0,0.0,100.0,1.0,252,252,252,0,0,0,1
httpd-trunk\srclib\apr\test\NWGNUsockchild,252,252,252,1,1.0,0.0,100.0,1.0,252,252,252,0,0,0,1
httpd-trunk\srclib\apr\test\NWGNUsockperf,253,253,253,1,1.0,0.0,100.0,1.0,253,253,253,0,0,0,1
httpd-trunk\srclib\apr\test\NWGNUtestatmc,255,255,255,1,1.0,0.0,100.0,1.0,255,255,255,0,0,0,1
httpd-trunk\srclib\apr\test\NWGNUtryread,252,252,252,1,1.0,0.0,100.0,1.0,252,252,252,0,0,0,1
httpd-trunk\srclib\apr\test\README,332,332,332,1,1.0,0.0,100.0,1.0,332,332,332,0,0,0,1
httpd-trunk\srclib\apr\test\abts.c,430,430,430,1,1.0,0.0,100.0,1.0,430,430,430,0,0,0,1
httpd-trunk\srclib\apr\test\abts.h,108,108,108,1,1.0,0.0,100.0,1.0,108,108,108,0,0,0,1
httpd-trunk\srclib\apr\test\abts_tests.h,72,72,72,1,1.0,0.0,100.0,1.0,72,72,72,0,0,0,1
httpd-trunk\srclib\apr\test\data\file_datafile.txt,1,1,1,1,1.0,0.0,100.0,1.0,1,1,1,0,0,0,1
httpd-trunk\srclib\apr\test\data\mmap_datafile.txt,1,1,1,1,1.0,0.0,100.0,1.0,1,1,1,0,0,0,1
httpd-trunk\srclib\apr\test\echod.c,135,135,135,1,1.0,0.0,100.0,1.0,135,135,135,0,0,0,1
httpd-trunk\srclib\apr\test\globalmutexchild.c,64,64,64,1,1.0,0.0,100.0,1.0,64,64,64,0,0,0,1
httpd-trunk\srclib\apr\test\internal\Makefile,37,37,37,1,1.0,0.0,100.0,1.0,37,37,37,0,0,0,1
httpd-trunk\srclib\apr\test\internal\Makefile.in,37,37,37,1,1.0,0.0,100.0,1.0,37,37,37,0,0,0,1
httpd-trunk\srclib\apr\test\internal\Makefile.win,109,109,109,1,1.0,0.0,100.0,1.0,109,109,109,0,0,0,1
httpd-trunk\srclib\apr\test\internal\testregex.c,91,91,91,1,1.0,0.0,100.0,1.0,91,91,91,0,0,0,1
httpd-trunk\srclib\apr\test\internal\testucs.c,344,344,344,1,1.0,0.0,100.0,1.0,344,344,344,0,0,0,1
httpd-trunk\srclib\apr\test\mod_test.c,32,32,32,1,1.0,0.0,100.0,1.0,32,32,32,0,0,0,1
httpd-trunk\srclib\apr\test\nw_misc.c,23,23,23,1,1.0,0.0,100.0,1.0,23,23,23,0,0,0,1
httpd-trunk\srclib\apr\test\occhild.c,26,26,26,1,1.0,0.0,100.0,1.0,26,26,26,0,0,0,1
httpd-trunk\srclib\apr\test\proc_child.c,21,21,21,1,1.0,0.0,100.0,1.0,21,21,21,0,0,0,1
httpd-trunk\srclib\apr\test\readchild.c,46,46,46,1,1.0,0.0,100.0,1.0,46,46,46,0,0,0,1
httpd-trunk\srclib\apr\test\sendfile.c,757,757,757,1,1.0,0.0,100.0,1.0,757,757,757,0,0,0,1
httpd-trunk\srclib\apr\test\sockchild.c,84,84,84,1,1.0,0.0,100.0,1.0,84,84,84,0,0,0,1
httpd-trunk\srclib\apr\test\sockperf.c,243,243,243,1,1.0,0.0,100.0,1.0,243,243,243,0,0,0,1
httpd-trunk\srclib\apr\test\testall.dsw,137,137,137,1,1.0,0.0,100.0,1.0,137,137,137,0,0,0,1
httpd-trunk\srclib\apr\test\testapp.c,10,10,10,1,1.0,0.0,100.0,1.0,10,10,10,0,0,0,1
httpd-trunk\srclib\apr\test\testargs.c,236,236,236,1,1.0,0.0,100.0,1.0,236,236,236,0,0,0,1
httpd-trunk\srclib\apr\test\testatomic.c,523,523,523,1,1.0,0.0,100.0,1.0,523,523,523,0,0,0,1
