filename,#CodeChurnInFile,MaxSizeCodeChurn,AvgSizeCodeChurn,#Commits,#Contributors,#MinorContributors,#ContibutorExperience,#Hunks,#LinesAdded,MaxLinesAdded,AvgLinesAdded,#LinesRemoved,MaxLinesRemoved,AvgLinesRemoved,vulnerable
reviewboard\diffviewer\testdata\new_src\helloworld.m,13,13,13,1,1,0,100.0,1,13,13,13,0,0,0,1
reviewboard\diffviewer\testdata\new_src\helloworld.php,15,15,15,1,1,0,100.0,1,15,15,15,0,0,0,1
reviewboard\diffviewer\testdata\new_src\helloworld.pl,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,1
reviewboard\diffviewer\testdata\new_src\helloworld.py,9,9,9,1,1,0,100.0,1,9,9,9,0,0,0,1
reviewboard\diffviewer\testdata\new_src\helloworld.rb,7,7,7,1,1,0,100.0,1,7,7,7,0,0,0,1
reviewboard\diffviewer\testdata\orig_src\helloworld.cs,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,1
reviewboard\diffviewer\testdata\orig_src\helloworld.java,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,1
reviewboard\diffviewer\testdata\orig_src\helloworld.js,13,13,13,1,1,0,100.0,1,13,13,13,0,0,0,1
reviewboard\diffviewer\testdata\orig_src\helloworld.m,9,9,9,1,1,0,100.0,1,9,9,9,0,0,0,1
reviewboard\diffviewer\testdata\orig_src\helloworld.php,7,7,7,1,1,0,100.0,1,7,7,7,0,0,0,1
reviewboard\diffviewer\testdata\orig_src\helloworld.pl,3,3,3,1,1,0,100.0,1,3,3,3,0,0,0,1
reviewboard\diffviewer\testdata\orig_src\helloworld.py,3,3,3,1,1,0,100.0,1,3,3,3,0,0,0,1
reviewboard\diffviewer\testdata\orig_src\helloworld.rb,5,5,5,1,1,0,100.0,1,5,5,5,0,0,0,1
reviewboard\htdocs\media\rb\images\moved_bg.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
docs\releasenotes\reviewboard\1.1-alpha-2.txt,155,155,155,1,1,0,100.0,1,155,155,155,0,0,0,1
INSTALL,5,5,2,3,1,0,100.0,1,7,5,2,2,1,1,1
NEWS,8,125,1,13,2,1,100.0,1,540,125,42,532,529,41,1
README,16,16,4,4,2,1,100.0,1.0,19,16,5,3,2,1,1
docs\releasenotes\reviewboard\1.0-beta-1.txt,112,112,56,2,1,0,100.0,1.0,113,112,56,1,1,0,1
reviewboard\diffviewer\evolutions\diffset_basedir.py,8,8,8,1,1,0,100.0,1,8,8,8,0,0,0,1
docs\releasenotes\reviewboard\1.0.5.txt,62,62,62,1,1,0,100.0,1,62,62,62,0,0,0,1
contrib\internal\sandbox,25,25,5,5,1,0,100.0,1,32,25,6,7,2,1,1
reviewboard\scmtools\evolutions\repository_visible.py,7,7,7,1,1,0,100.0,1,7,7,7,0,0,0,1
reviewboard\scmtools\certs.py,11,11,11,1,1,0,100.0,1,11,11,11,0,0,0,1
docs\releasenotes\reviewboard\1.0.4.txt,73,69,24,3,1,0,100.0,1,74,69,25,1,1,0,1
reviewboard\htdocs\media\rb\js\jquery.form.js,686,632,86,8,1,0,100.0,1.5,825,632,103,139,67,17,1
docs\releasenotes\index.txt,11,10,6,2,1,0,100.0,1.0,11,10,6,0,0,0,1
docs\releasenotes\rbtools\0.2-beta-1.txt,45,45,45,1,1,0,100.0,1,45,45,45,0,0,0,1
docs\releasenotes\reviewboard\1.1-alpha-1.txt,150,150,75,2,1,0,100.0,1.0,151,150,76,1,1,0,1
docs\codebase\Makefile,79,75,26,3,1,0,100.0,15,121,75,40,42,21,14,1
docs\manual\Makefile,79,75,26,3,1,0,100.0,16,123,75,41,44,22,15,1
docs\releasenotes\Makefile,79,75,26,3,1,0,100.0,16,123,75,41,44,22,15,1
docs\releasenotes\reviewboard\1.0.3.txt,35,35,35,1,1,0,100.0,1,35,35,35,0,0,0,1
reviewboard\htdocs\media\admin\css\base.css,746,732,186,4,1,0,100.0,0.5,755,741,189,9,9,2,1
reviewboard\htdocs\media\admin\css\changelists.css,269,219,67,4,1,0,100.0,0.5,316,266,79,47,47,12,1
reviewboard\htdocs\media\admin\css\dashboard.css,24,14,5,5,1,0,100.0,1,33,22,7,9,8,2,1
reviewboard\htdocs\media\admin\css\forms.css,327,246,65,5,1,0,100.0,1,389,308,78,62,62,12,1
reviewboard\htdocs\media\admin\css\ie.css,51,51,51,1,1,0,100.0,1,51,51,51,0,0,0,1
reviewboard\htdocs\media\admin\css\login.css,54,41,14,4,1,0,100.0,0.5,66,53,16,12,12,3,1
reviewboard\htdocs\media\admin\css\rtl.css,206,160,52,4,1,0,100.0,0.5,242,196,60,36,36,9,1
reviewboard\htdocs\media\admin\css\widgets.css,506,405,126,4,1,0,100.0,0.5,592,491,148,86,86,22,1
reviewboard\htdocs\media\admin\js\actions.js,39,39,39,1,1,0,100.0,1,39,39,39,0,0,0,1
reviewboard\htdocs\media\admin\js\admin\DateTimeShortcuts.js,255,254,64,4,1,0,100.0,0.5,259,254,65,4,4,1,1
reviewboard\htdocs\media\admin\js\admin\RelatedObjectLookups.js,96,77,19,5,1,0,100.0,1,104,77,21,8,6,2,1
reviewboard\htdocs\media\admin\js\getElementsBySelector.js,167,167,42,4,1,0,100.0,0.5,169,167,42,2,2,0,1
docs\releasenotes\reviewboard\1.0.2.txt,117,111,58,2,1,0,100.0,1.0,117,111,58,0,0,0,1
docs\releasenotes\reviewboard\1.0.1.txt,134,67,45,3,1,0,100.0,1,136,67,45,2,2,1,1
reviewboard\diffviewer\evolutions\filediff_filenames_1024_chars.py,7,7,7,1,1,0,100.0,1,7,7,7,0,0,0,1
reviewboard\admin\templatetags\__init__.py,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\subnav-bg.png,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\reviews\evolutions\default_reviewer_repositories.py,8,8,8,1,1,0,100.0,1,8,8,8,0,0,0,1
docs\codebase\custom-forks.txt,126,126,126,1,1,0,100.0,1,126,126,126,0,0,0,1
contrib\tools\svn-hook-set-submitted,169,169,56,3,1,0,100.0,1,170,169,57,1,1,0,1
contrib\internal\devserver.sh,58,27,19,3,1,0,100.0,1,60,27,20,2,2,1,1
reviewboard\templates\accounts\password_reset_complete.html,15,15,15,1,1,0,100.0,1,15,15,15,0,0,0,1
reviewboard\templates\accounts\password_reset_confirm.html,44,44,44,1,1,0,100.0,1,44,44,44,0,0,0,1
reviewboard\templates\accounts\password_reset_done.html,16,16,16,1,1,0,100.0,1,16,16,16,0,0,0,1
reviewboard\templates\accounts\password_reset_email.txt,11,11,11,1,1,0,100.0,1,11,11,11,0,0,0,1
reviewboard\extensions\__init__.py,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\extensions\templatetags\__init__.py,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\extensions\views.py,9,9,9,1,1,0,100.0,1,9,9,9,0,0,0,1
reviewboard\templates\extensions\navbar_entry.html,1,1,1,1,1,0,100.0,1,1,1,1,0,0,0,1
contrib\internal\server.sh,3,3,1,3,2,1,100.0,0,4,4,1,1,1,0,1
reviewboard\accounts\__init__.py,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\accounts\sql\profile.sql,5,5,2,3,1,0,100.0,0,5,5,2,0,0,0,1
reviewboard\admin\__init__.py,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\admin\context_processors.py,9,9,3,3,1,0,100.0,0,9,9,3,0,0,0,1
reviewboard\admin\fixtures\initial_evolution_schema.json,1,1,0,3,1,0,100.0,0,1,1,0,0,0,0,1
reviewboard\admin\management\__init__.py,8,62,1,6,1,0,100.0,1.0,67,62,11,59,56,10,1
reviewboard\changedescs\__init__.py,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\changedescs\tests.py,86,84,22,4,1,0,100.0,0.5,98,84,24,12,12,3,1
reviewboard\cmdline\__init__.py,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\diffviewer\__init__.py,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\evolutions\add_parent_diffs.py,12,13,2,5,1,0,100.0,1,14,13,3,2,1,0,1
reviewboard\diffviewer\templatetags\__init__.py,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\testdata\diffs\context\README.crlf.diff,24,24,8,3,1,0,100.0,0,24,24,8,0,0,0,1
reviewboard\diffviewer\testdata\diffs\context\README.diff,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\testdata\diffs\context\README.nonewline.diff,24,24,8,3,1,0,100.0,0,24,24,8,0,0,0,1
reviewboard\diffviewer\testdata\diffs\context\foo.c.diff,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\testdata\diffs\context\nuke_me.diff,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\testdata\diffs\unified\README.crlf.diff,14,14,5,3,1,0,100.0,0,14,14,5,0,0,0,1
reviewboard\diffviewer\testdata\diffs\unified\README.diff,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\testdata\diffs\unified\README.nonewline.diff,16,16,5,3,1,0,100.0,0,16,16,5,0,0,0,1
reviewboard\diffviewer\testdata\diffs\unified\foo.c.diff,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\testdata\diffs\unified\nuke_me.diff,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\testdata\foo,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\testdata\new_src\README,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\testdata\new_src\README.nonewline,20,20,7,3,1,0,100.0,0,20,20,7,0,0,0,1
reviewboard\diffviewer\testdata\new_src\foo.c,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\testdata\orig_src\README,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\testdata\orig_src\README.crlf,9,9,3,3,1,0,100.0,0,9,9,3,0,0,0,1
reviewboard\diffviewer\testdata\orig_src\README.nonewline,19,19,6,3,1,0,100.0,0,19,19,6,0,0,0,1
reviewboard\diffviewer\testdata\orig_src\foo.c,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\diffviewer\testdata\orig_src\nuke_me,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\errordocs\500.html,61,45,15,4,2,1,100.0,0.5,62,45,16,1,1,0,1
reviewboard\htdocs\media\admin\css\global.css,141,141,47,3,1,0,100.0,0,141,141,47,0,0,0,1
reviewboard\htdocs\media\admin\css\layout.css,29,29,10,3,1,0,100.0,0,29,29,10,0,0,0,1
reviewboard\htdocs\media\admin\css\null.css,1,1,0,3,1,0,100.0,0,1,1,0,0,0,0,1
reviewboard\htdocs\media\admin\css\patch-iewin.css,8,8,3,3,1,0,100.0,0,8,8,3,0,0,0,1
reviewboard\htdocs\media\admin\js\SelectBox.js,111,111,37,3,1,0,100.0,0,111,111,37,0,0,0,1
reviewboard\htdocs\media\admin\js\SelectFilter.js,81,81,27,3,1,0,100.0,0,81,81,27,0,0,0,1
reviewboard\htdocs\media\admin\js\SelectFilter2.js,113,113,38,3,1,0,100.0,0,113,113,38,0,0,0,1
reviewboard\htdocs\media\admin\js\admin\CollapsedFieldsets.js,85,85,21,4,1,0,100.0,0.5,86,85,22,1,1,0,1
reviewboard\htdocs\media\admin\js\admin\ordering.js,137,137,46,3,1,0,100.0,0,137,137,46,0,0,0,1
reviewboard\htdocs\media\admin\js\calendar.js,143,143,48,3,1,0,100.0,0,143,143,48,0,0,0,1
reviewboard\htdocs\media\admin\js\core.js,176,176,59,3,1,0,100.0,0,176,176,59,0,0,0,1
reviewboard\htdocs\media\admin\js\dateparse.js,233,233,78,3,1,0,100.0,0,233,233,78,0,0,0,1
reviewboard\htdocs\media\admin\js\timeparse.js,94,94,31,3,1,0,100.0,0,94,94,31,0,0,0,1
reviewboard\htdocs\media\admin\js\urlify.js,140,140,35,4,1,0,100.0,0.5,141,140,35,1,1,0,1
reviewboard\htdocs\media\rb\css\docs.css,145,145,48,3,1,0,100.0,0,145,145,48,0,0,0,1
reviewboard\htdocs\media\rb\css\ie_hacks.css,78,16,4,22,1,0,100.0,1.0,125,18,6,47,10,2,1
reviewboard\htdocs\media\rb\css\iphone.css,253,253,63,4,1,0,100.0,0.0,253,253,63,0,0,0,1
reviewboard\htdocs\media\rb\css\iui.css,366,366,73,5,1,0,100.0,0,383,366,77,17,17,3,1
reviewboard\htdocs\media\rb\css\syntax.css,59,59,8,7,1,0,100.0,1,63,59,9,4,2,1,1
reviewboard\htdocs\media\rb\images\blank.gif,0,0,0,4,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\box_bottom_bg.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\box_bottom_bg_trans.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\box_top_bg.png,0,0,0,7,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\box_top_bg_trans.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\button_bg.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\collapse.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\comment-draft-small.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\comment-shipit-small.png,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\comment-small.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\convo.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\delete.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\delete.svg,125,125,31,4,1,0,100.0,0.0,125,125,31,0,0,0,1
reviewboard\htdocs\media\rb\images\diff.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\dropdown.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\edit.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\expand.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\favicon.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\fish-trophy.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\gold_box_bottom_bg.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\gold_box_top_bg.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\important.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\backButton.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\blueButton.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\cancel.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\grayButton.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\listArrow.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\listArrowSel.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\listGroup.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\pinstripes.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\selection.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\thumb.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\toggle.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\toggleOn.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\toolButton.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\toolbar.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\iphone\whiteButton.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\review_box_bottom_bg.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\review_box_top_bg.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\review_request_action_bg.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\review_request_action_bg_clicked.png,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\review_request_action_bg_hover.png,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\review_request_action_primary_bg.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\review_request_action_primary_bg_clicked.png,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\review_request_action_primary_bg_hover.png,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\review_request_box_bottom_bg.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\review_request_box_top_bg.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\reviewrequest.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\rss.png,0,0,0,4,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\shipit.png,0,0,0,7,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\shipit_bg.png,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\shipit_checkmark.png,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\spinner.gif,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\star_off.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\star_on.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\title_box_top_bg.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\trophy.png,0,0,0,6,,,,0.0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\images\upload.png,0,0,0,5,,,,0,0,0,0,0,0,0,1
reviewboard\htdocs\media\rb\js\csshover2.htc,124,121,21,6,1,0,100.0,0.0,245,124,41,121,121,20,1
reviewboard\htdocs\media\rb\js\iui.js,381,378,64,6,2,1,99.21,0.0,381,378,64,0,0,0,1
reviewboard\htdocs\media\rb\js\pngfix.htc,103,51,10,10,1,0,100.0,1.0,177,62,18,74,37,7,1
reviewboard\reports\tests.py,50,51,10,5,1,0,100.0,1,55,51,11,5,3,1,1
reviewboard\reports\urls.py,11,9,2,5,2,0,84.0,1,18,9,4,7,5,1,1
reviewboard\reports\views.py,127,125,18,7,2,0,85.03,1,137,125,20,10,4,1,1
reviewboard\reviews\__init__.py,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\reviews\email.py,0,0,0,1,,,,0,0,0,0,0,0,0,1
reviewboard\reviews\errors.py,7,17,1,5,1,0,100.0,1,22,17,4,15,15,3,1
reviewboard\reviews\evolutions\change_descriptions.py,13,13,4,3,1,0,100.0,0,13,13,4,0,0,0,1
reviewboard\reviews\evolutions\last_review_timestamp.py,20,20,7,3,1,0,100.0,0,20,20,7,0,0,0,1
reviewboard\reviews\evolutions\shipit_count.py,20,20,7,3,1,0,100.0,0,20,20,7,0,0,0,1
reviewboard\reviews\management\__init__.py,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\reviews\management\commands\__init__.py,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\reviews\management\commands\fixscreenshots.py,18,16,4,4,1,0,100.0,0.5,29,16,7,11,11,3,1
reviewboard\reviews\sql\group.sql,4,4,1,3,1,0,100.0,0,4,4,1,0,0,0,1
reviewboard\reviews\sql\reviewrequest.sql,9,9,3,3,1,0,100.0,0,9,9,3,0,0,0,1
reviewboard\reviews\templatetags\__init__.py,0,0,0,2,,,,0.0,0,0,0,0,0,0,1
reviewboard\scmtools\__init__.py,-1,0,0,3,1,0,100.0,0,0,0,0,1,1,0,1
reviewboard\scmtools\evolutions\bugzilla_url_charfield.py,6,7,2,4,1,0,100.0,0.5,7,7,2,1,1,0,1
reviewboard\scmtools\fixtures\hg.json,12,19,3,4,2,1,100.0,0.5,19,19,5,7,7,2,1
reviewboard\scmtools\fixtures\vmware.json,8,7,2,4,2,1,100.0,0.5,9,8,2,1,1,0,1
reviewboard\scmtools\localfile.py,8,3,1,8,2,0,65.62,1.0,20,6,2,12,4,2,1
reviewboard\scmtools\management\__init__.py,26,13,6,4,1,0,100.0,0.5,26,13,6,0,0,0,1
reviewboard\scmtools\management\commands\__init__.py,0,0,0,4,,,,0.0,0,0,0,0,0,0,1
reviewboard\scmtools\perforce_vmware.py,38,15,4,9,2,0,93.42,1,57,22,6,19,14,2,1
reviewboard\scmtools\testdata\cvs_repo\CVSROOT\checkoutlist,13,13,4,3,2,1,100.0,0,13,13,4,0,0,0,1
"reviewboard\scmtools\testdata\cvs_repo\CVSROOT\checkoutlist,v",36,36,12,3,2,1,100.0,0,36,36,12,0,0,0,1
reviewboard\scmtools\testdata\cvs_repo\CVSROOT\commitinfo,15,15,5,3,2,1,100.0,0,15,15,5,0,0,0,1
"reviewboard\scmtools\testdata\cvs_repo\CVSROOT\commitinfo,v",38,38,13,3,2,1,100.0,0,38,38,13,0,0,0,1
reviewboard\scmtools\testdata\cvs_repo\CVSROOT\config,21,21,7,3,2,1,100.0,0,21,21,7,0,0,0,1
"reviewboard\scmtools\testdata\cvs_repo\CVSROOT\config,v",44,44,15,3,2,1,100.0,0,44,44,15,0,0,0,1
reviewboard\scmtools\testdata\cvs_repo\CVSROOT\cvswrappers,19,19,6,3,2,1,100.0,0,19,19,6,0,0,0,1
"reviewboard\scmtools\testdata\cvs_repo\CVSROOT\cvswrappers,v",42,42,14,3,2,1,100.0,0,42,42,14,0,0,0,1
reviewboard\scmtools\testdata\cvs_repo\CVSROOT\editinfo,21,21,7,3,2,1,100.0,0,21,21,7,0,0,0,1
"reviewboard\scmtools\testdata\cvs_repo\CVSROOT\editinfo,v",44,44,15,3,2,1,100.0,0,44,44,15,0,0,0,1
reviewboard\scmtools\testdata\cvs_repo\CVSROOT\history,1,1,0,3,2,1,100.0,0,1,1,0,0,0,0,1
reviewboard\scmtools\testdata\cvs_repo\CVSROOT\loginfo,26,26,9,3,2,1,100.0,0,26,26,9,0,0,0,1
"reviewboard\scmtools\testdata\cvs_repo\CVSROOT\loginfo,v",49,49,16,3,2,1,100.0,0,49,49,16,0,0,0,1
reviewboard\scmtools\testdata\cvs_repo\CVSROOT\modules,26,26,9,3,2,1,100.0,0,26,26,9,0,0,0,1
"reviewboard\scmtools\testdata\cvs_repo\CVSROOT\modules,v",49,49,16,3,2,1,100.0,0,49,49,16,0,0,0,1
reviewboard\scmtools\testdata\cvs_repo\CVSROOT\notify,12,12,4,3,2,1,100.0,0,12,12,4,0,0,0,1
"reviewboard\scmtools\testdata\cvs_repo\CVSROOT\notify,v",35,35,12,3,2,1,100.0,0,35,35,12,0,0,0,1
reviewboard\scmtools\testdata\cvs_repo\CVSROOT\rcsinfo,13,13,4,3,2,1,100.0,0,13,13,4,0,0,0,1
"reviewboard\scmtools\testdata\cvs_repo\CVSROOT\rcsinfo,v",36,36,12,3,2,1,100.0,0,36,36,12,0,0,0,1
reviewboard\scmtools\testdata\cvs_repo\CVSROOT\taginfo,20,20,7,3,2,1,100.0,0,20,20,7,0,0,0,1
"reviewboard\scmtools\testdata\cvs_repo\CVSROOT\taginfo,v",43,43,14,3,2,1,100.0,0,43,43,14,0,0,0,1
reviewboard\scmtools\testdata\cvs_repo\CVSROOT\verifymsg,21,21,7,3,2,1,100.0,0,21,21,7,0,0,0,1
"reviewboard\scmtools\testdata\cvs_repo\CVSROOT\verifymsg,v",44,44,15,3,2,1,100.0,0,44,44,15,0,0,0,1
"reviewboard\scmtools\testdata\cvs_repo\test\testfile,v",40,40,13,3,2,1,100.0,0,40,40,13,0,0,0,1
reviewboard\scmtools\testdata\git_binary.diff,4,4,1,3,2,1,100.0,0,4,4,1,0,0,0,1
reviewboard\scmtools\testdata\git_complex.diff,45,45,15,3,2,1,100.0,0,45,45,15,0,0,0,1
reviewboard\scmtools\testdata\git_delfile.diff,6,6,2,3,2,1,100.0,0,6,6,2,0,0,0,1
reviewboard\scmtools\testdata\git_filemode.diff,10,10,3,3,2,1,100.0,0,10,10,3,0,0,0,1
reviewboard\scmtools\testdata\git_filemode2.diff,22,22,7,3,2,1,100.0,0,22,22,7,0,0,0,1
reviewboard\scmtools\testdata\git_newfile.diff,6,6,2,3,2,1,100.0,0,6,6,2,0,0,0,1
reviewboard\scmtools\testdata\git_newfile_nocontent.diff,3,3,1,3,2,1,100.0,0,3,3,1,0,0,0,1
reviewboard\scmtools\testdata\git_newfile_nocontent2.diff,15,15,5,3,2,1,100.0,0,15,15,5,0,0,0,1
reviewboard\scmtools\testdata\git_repo\HEAD,1,1,0,3,2,1,100.0,0,1,1,0,0,0,0,1
reviewboard\scmtools\testdata\git_repo\config,4,4,1,3,2,1,100.0,0,4,4,1,0,0,0,1
reviewboard\scmtools\testdata\git_repo\description,1,1,0,3,2,1,100.0,0,1,1,0,0,0,0,1
reviewboard\scmtools\testdata\git_repo\info\exclude,6,6,2,3,2,1,100.0,0,6,6,2,0,0,0,1
reviewboard\scmtools\testdata\git_repo\objects\a6\2df6c28c6c150d671c9947a3d07928c21a07e0,1,1,0,3,2,1,100.0,0,1,1,0,0,0,0,1
reviewboard\scmtools\testdata\git_repo\objects\b1\7a09b164f5f1ffc8b31ca5980934ffa39faca3,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\testdata\git_repo\objects\cc\ffbb4f9ed7cca1b2406537beb7766d41ff818f,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\testdata\git_repo\objects\d6\613f5f8b58eb6a88ee386ea140364c8645005c,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\testdata\git_repo\objects\e9\65047ad7c57865823c7d992b1d046ea66edf78,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\testdata\git_repo\objects\ff\0dcb88371177535b7b7ab25e4c0add6dfd8a26,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\testdata\git_simple.diff,12,12,4,3,2,1,100.0,0,12,12,4,0,0,0,1
reviewboard\scmtools\testdata\hg_repo.bundle,0,0,0,3,,,,0,0,0,0,0,0,0,1
reviewboard\scmtools\testdata\svn_makefile.diff,15,15,5,3,1,0,100.0,0,15,15,5,0,0,0,1
